titulo,preco,quartos,suites,metragem,vagas,link,subtitulo
"QNJ 58 Bloco A, TAGUATINGA NORTE, TAGUATINGA",295.000,2 Quartos,,57 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnj-58-bloco-a-1418849,
"QNL 5 Bloco D, TAGUATINGA NORTE, TAGUATINGA",285.000,2 Quartos,,53 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-5-bloco-d-1161863,
"CNB 10 Lote 12, TAGUATINGA NORTE, TAGUATINGA",620.000,11 Quartos,1 Suíte,128 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-lote-12-1304847,
"QNA 27, TAGUATINGA NORTE, TAGUATINGA",850.000,4 Quartos,2 Suítes,162 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-norte-taguatinga-df-qna-27-1247649,
"CNB 04 Lote 05, TAGUATINGA NORTE, TAGUATINGA",330.000,3 Quartos,,63 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-04-lote-05-1382683,
"QI 3, SETOR INDUSTRIAL, TAGUATINGA",349.990,2 Quartos,2 Suítes,57 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-3-1321935,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",309.990,2 Quartos,,45 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1333308,
"QNH 11, TAGUATINGA NORTE, TAGUATINGA",330.000,2 Quartos,,49 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnh-11-1420934,
"QI 24 LoteS 1 A 13, SETOR INDUSTRIAL, TAGUATINGA",290.000,2 Quartos,,49 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-1-a-13-1416658,
"QNH 4, TAGUATINGA NORTE, TAGUATINGA",149.900,2 Quartos,,50 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnh-4-183561,
"Rua 8 Chacará 266, VILA SAO JOSE, TAGUATINGA",230.000,2 Quartos,,54 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-vila-sao-jose-taguatinga-df-rua-8-chacara-266-964817,
"CSA 2, TAGUATINGA SUL, TAGUATINGA",325.000,3 Quartos,,60 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csa-2-1377539,
"CNB 1, TAGUATINGA NORTE, TAGUATINGA",530.000,3 Quartos,1 Suíte,79 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-1-1402142,
"QNL 5 Bloco A, TAGUATINGA NORTE, TAGUATINGA",235.000,2 Quartos,,63 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-5-bloco-a-1366780,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",295.000,1 Quarto,,36 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1180271,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",490.000,1 Quarto,1 Suíte,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1420462,
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",380.000,2 Quartos,1 Suíte,56 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-11-1295929,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",330.000,2 Quartos,1 Suíte,52 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1399011,
"QSD 14, TAGUATINGA SUL, TAGUATINGA",140.000,2 Quartos,,50 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsd-14-1407890,
"CNB 3, TAGUATINGA NORTE, TAGUATINGA",750.000,3 Quartos,1 Suíte,150 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-3-1309084,
"QND 60, TAGUATINGA NORTE, TAGUATINGA",386.005,2 Quartos,1 Suíte,58 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnd-60-1328037,
"QI 5, SETOR INDUSTRIAL, TAGUATINGA",210.000,2 Quartos,,75 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-5-1363894,
"QSA 4, TAGUATINGA SUL, TAGUATINGA",630.000,3 Quartos,1 Suíte,91 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-qsa-4-1321100,
"QSD 53, TAGUATINGA SUL, TAGUATINGA",780.000,3 Quartos,1 Suíte,126 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-qsd-53-967397,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",690.000,2 Quartos,1 Suíte,83 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-681895,
"CNB 3, TAGUATINGA NORTE, TAGUATINGA",365.000,3 Quartos,,64 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-3-1357523,
"QI 19, SETOR INDUSTRIAL, TAGUATINGA",550.000,2 Quartos,1 Suíte,65 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-19-1419219,
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",375.000,2 Quartos,1 Suíte,45 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-7-1298982,
"QNC 1, TAGUATINGA NORTE, TAGUATINGA",550.000,3 Quartos,1 Suíte,73 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-1383522,
"CSB 3, TAGUATINGA SUL, TAGUATINGA",450.000,3 Quartos,1 Suíte,70 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1409157,
"CSB 5, TAGUATINGA SUL, TAGUATINGA",320.000,3 Quartos,1 Suíte,63 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-5-1195156,
"CSB 3, TAGUATINGA SUL, TAGUATINGA",540.000,2 Quartos,1 Suíte,58 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1375605,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",290.000,2 Quartos,,43 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1402612,
"QI 24 LoteS 1 A 13, SETOR INDUSTRIAL, TAGUATINGA",520.000,3 Quartos,1 Suíte,103 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-1-a-13-962710,
"Quadra C 2, TAGUATINGA CENTRO, TAGUATINGA",239.000,2 Quartos,,59 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-2-1405440,
"CNB 3, TAGUATINGA NORTE, TAGUATINGA",930.000,5 Quartos,3 Suítes,140 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-norte-taguatinga-df-cnb-3-1315472,
"Quadra C 11, TAGUATINGA CENTRO, TAGUATINGA",310.000,3 Quartos,1 Suíte,101 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-11-1374753,
"QI 24 LoteS 14 A 27, SETOR INDUSTRIAL, TAGUATINGA",370.000,2 Quartos,,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-14-a-27-1419884,
"QSE 7, TAGUATINGA SUL, TAGUATINGA",139.000,1 Quarto,,25 m²,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-sul-taguatinga-df-qse-7-1402805,
"QNA 6, TAGUATINGA NORTE, TAGUATINGA",150.000,1 Quarto,1 Suíte,31 m²,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-norte-taguatinga-df-qna-6-1325112,
"QNL 3 Bloco B, TAGUATINGA NORTE, TAGUATINGA",310.000,3 Quartos,,68 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-3-bloco-b-1405686,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",1.090.000,2 Quartos,1 Suíte,123 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1358105,
"QNL 9, TAGUATINGA NORTE, TAGUATINGA",252.000,2 Quartos,,65 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-9-1333101,
"Rua 10 Chacará 178, VILA SAO JOSE, TAGUATINGA",180.000,2 Quartos,,40 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-vila-sao-jose-taguatinga-df-rua-10-chacara-178-1200428,
"CSB 6, TAGUATINGA SUL, TAGUATINGA",265.000,3 Quartos,,74 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-6-1288246,
"Setor SAGOCA Lote 2 Residencial JK, TAGUATINGA NORTE, TAGUATINGA",419.000,3 Quartos,1 Suíte,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-2---residencial-jk-1411251,
"QNL 13, TAGUATINGA NORTE, TAGUATINGA",280.000,3 Quartos,,70 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-13-1403608,
"CSB 3, TAGUATINGA SUL, TAGUATINGA",550.000,2 Quartos,1 Suíte,58 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-3-1348467,
"CNB 12, TAGUATINGA NORTE, TAGUATINGA",290.000,2 Quartos,,60 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-12-1420104,
"CSA 3, TAGUATINGA SUL, TAGUATINGA",300.000,2 Quartos,,52 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-3-1417956,
"QSC 19 Chacará 25 Conjunto A1, TAGUATINGA SUL, TAGUATINGA",220.000,2 Quartos,,65 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsc-19-chacara-25-conjunto-a1-1371612,
"CNB 14, TAGUATINGA NORTE, TAGUATINGA",450.000,3 Quartos,1 Suíte,69 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-1298109,
"QNC 1 Área Especial 21, TAGUATINGA NORTE, TAGUATINGA",1.300.000,3 Quartos,1 Suíte,170 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnc-1-area-especial-21-1372955,
"CSB 03 Lote 02/06, TAGUATINGA SUL, TAGUATINGA",395.000,2 Quartos,1 Suíte,61 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-03-lote-02-06-1266046,
"CNB 10, TAGUATINGA NORTE, TAGUATINGA",289.999,2 Quartos,,56 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-1411834,
"QNJ 58 Bloco C, TAGUATINGA NORTE, TAGUATINGA",255.000,2 Quartos,,73 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnj-58-bloco-c-1328335,
"QNL 6, TAGUATINGA NORTE, TAGUATINGA",265.000,2 Quartos,,63 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-6-1181998,
"CNB 01 Lote 05, TAGUATINGA NORTE, TAGUATINGA",319.000,2 Quartos,1 Suíte,89 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-01-lote-05-1420775,
"Quadra C 2, TAGUATINGA CENTRO, TAGUATINGA",198.000,2 Quartos,,49 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-2-1405454,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",355.000,2 Quartos,1 Suíte,52 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1358076,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",949.000,3 Quartos,1 Suíte,101 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csg-3-1197934,
"CNB 14, TAGUATINGA NORTE, TAGUATINGA",480.000,3 Quartos,1 Suíte,70 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-1412010,
"CSB 05 Lote 08, TAGUATINGA SUL, TAGUATINGA",398.000,2 Quartos,,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-05-lote-08-1403197,
"QNL 2, TAGUATINGA NORTE, TAGUATINGA",335.000,3 Quartos,,72 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-2-1418188,
"Quadra C 7, TAGUATINGA CENTRO, TAGUATINGA",220.000,2 Quartos,,50 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-centro-taguatinga-df-quadra-c-7-744690,
"QNL 12 Bloco C, TAGUATINGA NORTE, TAGUATINGA",305.000,2 Quartos,1 Suíte,75 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-12-bloco-c-1285390,
"CNB 5, TAGUATINGA NORTE, TAGUATINGA",280.000,2 Quartos,,70 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-5-1371001,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",590.000,3 Quartos,1 Suíte,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-1404041,
"Setor SAGOCA Lote 4 Residencial Itamaraty, TAGUATINGA NORTE, TAGUATINGA",275.000,2 Quartos,,48 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-4---residencial-itamaraty-1403210,
"CSA 01 Lote 14/15, TAGUATINGA SUL, TAGUATINGA",310.000,2 Quartos,,53 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csa-01-lote-14-15-1338710,
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",449.000,3 Quartos,1 Suíte,65 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1348069,
"QNA 16, TAGUATINGA NORTE, TAGUATINGA",1.650.000,2 Quartos,,463 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qna-16-685057,
"CNB 10 Lote 12, TAGUATINGA NORTE, TAGUATINGA",290.000,2 Quartos,,56 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-10-lote-12-1404128,
"QNL 9, TAGUATINGA NORTE, TAGUATINGA",280.000,2 Quartos,,1 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-9-1373475,
"CNB 12, TAGUATINGA NORTE, TAGUATINGA",260.000,2 Quartos,,65 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-12-1402721,
"Setor SAGOCA Lote 2 Residencial Esplanada, TAGUATINGA NORTE, TAGUATINGA",270.000,2 Quartos,1 Suíte,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-2---residencial-esplanada-1412973,
"CSB 8, TAGUATINGA SUL, TAGUATINGA",479.100,4 Quartos,,118 m²,,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-sul-taguatinga-df-csb-8-1319676,
"QSF 1 Área Especial 6/7/8, TAGUATINGA SUL, TAGUATINGA",450.000,2 Quartos,1 Suíte,59 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-area-especial-6-7-8-1206934,
"CSB 09 Lote 03, TAGUATINGA SUL, TAGUATINGA",350.000,2 Quartos,,53 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-09-lote-03-1418747,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",675.000,1 Quarto,1 Suíte,97 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1130413,
"CSB 8, TAGUATINGA SUL, TAGUATINGA",350.000,3 Quartos,,93 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csb-8-1383520,
"CSB 9, TAGUATINGA SUL, TAGUATINGA",350.000,2 Quartos,,53 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csb-9-1417005,
"CNB 14 Lote 02, TAGUATINGA NORTE, TAGUATINGA",290.000,2 Quartos,,57 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-lote-02-1350446,
"CSB 10, TAGUATINGA SUL, TAGUATINGA",720.000,4 Quartos,1 Suíte,92 m²,,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-taguatinga-sul-taguatinga-df-csb-10-1292533,
"CSD 4, TAGUATINGA SUL, TAGUATINGA",190.000,2 Quartos,,110 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-csd-4-1115648,
"QND 25, TAGUATINGA NORTE, TAGUATINGA",415.000,3 Quartos,,109 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnd-25-1403610,
"QNL 13 Bloco B, TAGUATINGA NORTE, TAGUATINGA",265.000,3 Quartos,,82 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-qnl-13-bloco-b-1145536,
"CNB 2, TAGUATINGA NORTE, TAGUATINGA",478.000,3 Quartos,1 Suíte,68 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-2-1406893,
"QNE 26, TAGUATINGA NORTE, TAGUATINGA",1.800.000,2 Quartos,,68 m²,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qne-26-1285304,
"CNB 08 Lote 12, TAGUATINGA NORTE, TAGUATINGA",300.000,2 Quartos,,59 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-cnb-08-lote-12-1384980,
"QNL 9 Bloco B, TAGUATINGA NORTE, TAGUATINGA",235.000,2 Quartos,,63 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-9-bloco-b-1397709,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",380.000,1 Quarto,1 Suíte,47 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1235744,
"QI 12, SETOR INDUSTRIAL, TAGUATINGA",395.000,2 Quartos,1 Suíte,57 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-12-1418760,
"QNA 14, TAGUATINGA NORTE, TAGUATINGA",410.000,2 Quartos,,89 m²,2 Vagas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qna-14-963119,
"QSF 1, TAGUATINGA SUL, TAGUATINGA",750.000,2 Quartos,1 Suíte,118 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qsf-1-964047,
"QNL 19 Bloco A, TAGUATINGA NORTE, TAGUATINGA",220.000,2 Quartos,,45 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-qnl-19-bloco-a-1403105,
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",255.000,2 Quartos,,48 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1369947,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",360.000,2 Quartos,,55 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1290136,
"QSE Área Especial 11, TAGUATINGA SUL, TAGUATINGA",180.000,2 Quartos,,55 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-sul-taguatinga-df-qse-area-especial-11-1137154,
"CSA 02 Lote 10, TAGUATINGA SUL, TAGUATINGA",250.000,1 Quarto,,40 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csa-02-lote-10-1131571,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",380.000,2 Quartos,,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1139035,
"QSD 53, TAGUATINGA SUL, TAGUATINGA",152.000,1 Quarto,,23 m²,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-qsd-53-1406545,
"CNB 4, TAGUATINGA NORTE, TAGUATINGA",335.000,3 Quartos,,70 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-4-1382655,
"QI 24, SETOR INDUSTRIAL, TAGUATINGA",390.000,2 Quartos,1 Suíte,51 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-setor-industrial-taguatinga-df-qi-24-1418957,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",489.000,1 Quarto,1 Suíte,95 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1416617,
"CNB 14, TAGUATINGA NORTE, TAGUATINGA",440.000,3 Quartos,1 Suíte,70 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-14-1405343,
"CNB 8, TAGUATINGA NORTE, TAGUATINGA",620.000,3 Quartos,2 Suítes,147 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-8-1029831,
"QI 24 LoteS 1 A 13, SETOR INDUSTRIAL, TAGUATINGA",580.000,3 Quartos,1 Suíte,64 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-24-lotes-1-a-13-1416244,
"CSG 13, TAGUATINGA SUL, TAGUATINGA",245.000,1 Quarto,,34 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-13-1359109,
"CSD 4, TAGUATINGA SUL, TAGUATINGA",300.000,3 Quartos,2 Suítes,88 m²,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-sul-taguatinga-df-csd-4-1380135,
"QI 5, SETOR INDUSTRIAL, TAGUATINGA",385.000,3 Quartos,1 Suíte,68 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-5-1383753,
"CSG 3, TAGUATINGA SUL, TAGUATINGA",345.000,1 Quarto,1 Suíte,47 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-taguatinga-sul-taguatinga-df-csg-3-1370801,
"CNB 08 Lote 04, TAGUATINGA NORTE, TAGUATINGA",430.000,3 Quartos,1 Suíte,65 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-cnb-08-lote-04-972211,
"CND 6, TAGUATINGA NORTE, TAGUATINGA",170.000,1 Quarto,,33 m²,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-taguatinga-norte-taguatinga-df-cnd-6-1350221,
"Setor SAGOCA Lote 2 Residencial Esplanada, TAGUATINGA NORTE, TAGUATINGA",285.000,2 Quartos,1 Suíte,50 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-taguatinga-norte-taguatinga-df-setor-sagoca-lote-2---residencial-esplanada-1341504,
"SAGOCA, TAGUATINGA NORTE, TAGUATINGA",389.999,3 Quartos,1 Suíte,62 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-taguatinga-norte-taguatinga-df-sagoca-1401358,
"QI 6, SETOR INDUSTRIAL, TAGUATINGA",430.000,3 Quartos,1 Suíte,100 m²,1 Vaga,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-setor-industrial-taguatinga-df-qi-6-1172945,
